Phone Number Combined,Company Name,Primary SIC Code Description,Company Website,Location Address,Location City,Location State,Location ZIP Code,Executive First Name,Home Business,Credit Rating,Advertising Expense,Latitude,Longitude,Company Description
(415) 825-5683,Poke Kan,Restaurants,,65 Cambon Dr,San Francisco,CA,94132,,No,Very Good,"$10,000 to $20,000",037.717913,-122.474431,
(650) 550-4244,Poki Time,Restaurants,http://Pokitime.Com,177 Southgate Ave,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.697225,-122.483919,
(415) 467-0500,Polynesian Island Luau,Restaurants,,2901 Geneva Ave,Daly City,CA,94014,Vini,No,Excellent,"$5,000 to $10,000",037.706838,-122.413822,
(650) 756-6968,Pooler Dental,Dentists,http://Poolerdental.Com,66 San Pedro Rd # B,Daly City,CA,94014,Diane M,No,Excellent,,037.688767,-122.467373,
(650) 756-7490,Poplar Global Wealth Mgmt,Financial Planning Consultants,,318 Westlake Ctr # 203,Daly City,CA,94015,,No,Very Good,"$10,000 to $20,000",037.700695,-122.483057,
(650) 994-4538,Porridge King,Restaurants,http://Porridgekingdalycity.Com,55 Skyline Plz,Daly City,CA,94015,Peter,No,Excellent,"$5,000 to $10,000",037.682790,-122.488065,
(415) 334-5390,Pretty Girl Beauty Salon & Btq,Beauty Salons,,4093 19th Ave,San Francisco,CA,94132,C,No,Very Good,"Less than $5,000",037.714564,-122.470165,
(415) 469-9447,Price Painting,Painters,,217 Farallones St,San Francisco,CA,94112,,Yes,Very Good,"Less than $5,000",037.713872,-122.459729,
(650) 755-8951,Primer Appliance Parts & Svc,Appliances-Household-Major-Repairing,,7404 Mission St,Daly City,CA,94014,,No,Good,"Less than $5,000",037.688824,-122.466434,
(650) 991-7100,Primo Pizza,Restaurants,http://Primopizzaca.Com,7027 Mission St,Daly City,CA,94014,Joseph,No,Very Good,"Less than $5,000",037.695402,-122.464467,
(650) 992-8190,Princess Beauty Salon,Beauty Salons,http://Princessbeautysalon.Net,6290 Mission St,Daly City,CA,94014,Margareta,No,Very Good,"Less than $5,000",037.705875,-122.461682,
(650) 994-1618,Pro Caregivers,Home Health Service,,20 Parkwood Dr,Daly City,CA,94015,,No,Good,"Less than $5,000",037.701440,-122.479715,
(415) 688-0990,Quality Plumbing & Drain Svc,Plumbing Contractors,http://Qualityplumbingsf.Net,80 Morningside Dr,Daly City,CA,94015,Drigo,Yes,Good,"Less than $5,000",037.686093,-122.491949,
(650) 757-1448,Quickly,Restaurants,http://Quicklyusa.Com,80 Serramonte Ctr,Daly City,CA,94015,Peter,No,Excellent,"$5,000 to $10,000",037.673894,-122.469416,
(650) 731-4014,R & J Auto Body,Automobile Body-Repairing & Painting,,7490 Mission St,Daly City,CA,94014,Raul,No,Good,"Less than $5,000",037.686275,-122.464937,
(650) 271-0404,R A Real Estate & Loans LLC,Real Estate Loans,http://Riyfi.Com,323 89th St,Daly City,CA,94015,Mark,No,Excellent,"$20,000 to $50,000",037.691770,-122.472794,"When Banks Say No, We Say Yes!"
(650) 878-9661,Rainbow Beauty Salon,Beauty Salons,,950 King Plz # 119,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.650523,-122.467869,
(650) 878-8860,Raymond's Design Studio,Beauty Salons,,950 King Plz # 108,Daly City,CA,94015,Raymond,No,Excellent,"Less than $5,000",037.650523,-122.467869,
(650) 994-8886,Red Bowl Noodles,Restaurants,http://Redbowlnoodles.Com,6917 Mission St,Daly City,CA,94014,Richard,No,Excellent,"$20,000 to $50,000",037.697189,-122.463917,
(650) 992-8687,Regency Centers Corp,Real Estate,http://Regencycenters.Com,3 Serramonte Ctr,Daly City,CA,94015,Turner,No,Excellent,"$10,000 to $20,000",037.672304,-122.470901,
(650) 449-0032,Regency Insurance Svc,Insurance,http://Freshserviceinc.Com,7311 Mission St,Daly City,CA,94014,Mohammed,No,Excellent,"Less than $5,000",037.691158,-122.465412,
(650) 992-9970,Regis Salons,Beauty Salons,http://Bgsalons.Com,42 Serramonte Ctr # 211,Daly City,CA,94015,Casey,No,Excellent,"$5,000 to $10,000",037.673903,-122.469138,"Book Your Appointment Online Now. At Regis Salons Our Expert Hair Stylists Want To Find The Perfect Look For You, From The Latest Haircut Styles To The Most Up-To-Date Color Trends And Special Occasion Hair. At Regis, We Believe That Style And Beauty Serve To Enhance Your Unique Journey. Our Goal Is To Offer An Engaging Experience Where You Can Refresh OR Redefine How You Look And Feel. Supported By The Industry's Best Education IN The Most Current Trends And Techniques And Equipped With Some Of The Best Professional Haircare Products Available, Regis Stylists Can Create The Perfect Look For You. All Salons Perform A Wide Range Of Hair And Beauty Services, Book An Appointment Online OR Call Now To Find Out More And Learn What Your Stylist Can Do For You. Haircuts, Hair Color Services, Conditioning Treatments, Blow Dry, Special Occasion Hair, Men's Hair, Children's Hair, Natural Haircuts, Bond Strengthening Treatments, Curly Hair, Haircuts For Long Hair, Haircuts For Short Hair, Balayage Hair Color, Bob Haircut, Lightening, Color Correction, Perms, Highlights, Ombre, Layers, Pixie Cut And More, Call Your Salon To Find Out What We Can Do For You OR Book Online Now."
(415) 467-6895,Rescue Roofing,Roofing Contractors,,12 Nancy Ln,Daly City,CA,94014,Phuoc,Yes,Very Good,"Less than $5,000",037.701192,-122.422282,
(650) 991-1761,Restani-Fatima Veterinary Hosp,Animal Hospitals,,1570 Bryant St,Daly City,CA,94015,Mark W,No,Good,"Less than $5,000",037.688468,-122.473631,
(415) 452-2936,Restaurant Eiji Inc,Restaurants,,109 S Lake Merced Hls # 3a,San Francisco,CA,94132,Eiji,No,Very Good,"$10,000 to $20,000",037.710057,-122.483626,
(650) 997-0197,Rmb Insurance Svc,Insurance,,7751 El Camino Real,Colma,CA,94014,Regina,No,Excellent,"Less than $5,000",037.684176,-122.463570,
(650) 741-6064,Robert Diaz Insurance Svc,Insurance,,318 Westlake Ctr,Daly City,CA,94015,,No,Excellent,"Less than $5,000",037.700695,-122.483057,
(650) 755-0380,Robert's Plumbing,Plumbing Contractors,,,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.680537,-122.478908,
(415) 601-8003,Romper Jompers Plus Size Fshns,Child Care Service,,26 Fuente Ave,San Francisco,CA,94132,,No,Very Good,"Less than $5,000",037.718955,-122.478162,
(650) 852-1770,Rons Heating & Air,Heating Contractors,http://Ronsheatingair.Com,6748 Mission St,Daly City,CA,94014,,No,Good,"Less than $5,000",037.700353,-122.464130,
(415) 586-9119,Rooter Bong,Plumbing Contractors,,334 Bright St,San Francisco,CA,94132,Bong,Yes,Very Good,"Less than $5,000",037.716802,-122.463342,
(650) 991-1903,Rosenberg Co,Insurance,,295 89th St # 200,Daly City,CA,94015,Gerry,No,Excellent,"$5,000 to $10,000",037.691597,-122.471913,
(650) 757-7300,Round Table Pizza,Pizza,http://Roundtablepizza.Com,1901 Junipero Serra Blvd # C,Daly City,CA,94014,Abdullah,No,Excellent,"$20,000 to $50,000",037.703730,-122.470283,"Order Pizza From Round Table Pizza IN Daly City. Save With Special Deals. Online Ordering, Delivery, Catering And Party Rooms Available At Most Locations."
(650) 991-3339,Round Table Pizza,Pizza,http://Roundtablepizza.Com,6222 Mission St,Daly City,CA,94014,,No,Excellent,"$5,000 to $10,000",037.706573,-122.460063,"Order Pizza From Round Table Pizza IN Daly City. Save With Special Deals. Online Ordering, Delivery, Catering And Party Rooms Available At Most Locations."
(650) 992-7992,Rpm Financial,Financial Advisory Services,http://Rpmfinancial.Com,333 Gellert Blvd # 245,Daly City,CA,94015,Harry,No,Excellent,"$20,000 to $50,000",037.666653,-122.466813,
(415) 452-6220,S & G Plumbing,Plumbing Contractors,,126 Ardendale Dr,Daly City,CA,94014,Ghassan,Yes,Very Good,"Less than $5,000",037.705852,-122.432811,
(650) 755-7393,Sally Beauty,Cosmetics & Perfumes-Retail,http://Sallybeauty.Com,6875 Mission St,Daly City,CA,94014,,No,Excellent,"$10,000 to $20,000",037.698017,-122.464154,"Sally Beauty Is Your Destination For Thousands Of Salon-Quality Products At Budget-Friendly Prices. You'Ll Have Everything You Need To Inspire Pro Results At Home - The Best Hair Care, Hair Color, Accessories, Styling Tools, Cosmetics, Nail Care And Salon Equipment. And It's All Backed By Our Love It OR Return It Money-Back Guarantee. And With Virtual Colorview Technology, You Can Try Hair Color And Makeup Before You Buy It! We Are The Largest Retailer Of Pro Beauty IN The World, With Nearly 3,000 Stores Throughout The United States, Puerto Rico And Canada. IN Addition, Sally Beauty Sells An Extensive Line Of Brands, Including Such Professional Favorites As Clairol, L'Oreal, Wella And Chi. Unleash Your Protential. Only At Sally."
(650) 878-8757,Salon Jesse Flores,Beauty Salons,,2085 Gellert Blvd,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.649671,-122.454197,
(415) 334-6221,Sals Autohaus LLC,Automobile Repairing & Service,http://Salsautohaussf.Net,2942 San Jose Ave,San Francisco,CA,94112,Sal,No,Very Good,"Less than $5,000",037.711816,-122.455309,
(650) 992-6249,Sam's Sandwiches & Coffee,Restaurants,http://Sams-Sandwiches.Com,301 87th St,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.693201,-122.474281,
(415) 334-0975,San Francisco Automtv & Supl,Automobile Repairing & Service,,5929 Mission St,San Francisco,CA,94112,,No,Very Good,"Less than $5,000",037.708357,-122.453227,
(415) 338-1111,San Francisco State University,Schools-Universities & Colleges Academic,http://Sfsu.Edu,1600 Holloway Ave,San Francisco,CA,94132,Robert,No,Institution Or Government,,037.720909,-122.477517,
(415) 562-1400,Satellite Health Care Svc,Dialysis,http://Satellitehealth.Com,2001 Junipero Serra Blvd,Daly City,CA,94014,Susan L,No,Excellent,"$20,000 to $50,000",037.701005,-122.470284,
(650) 878-8411,Savage Maye E,Beauty Salons,,103 King Plz,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.680537,-122.478908,
(415) 586-7963,Schulkamp Mark W Electric Co,Electric Contractors,http://Schulkamp.Com,1115 Hillside Blvd,Daly City,CA,94014,Mark W,No,Excellent,"$5,000 to $10,000",037.687977,-122.460591,
(415) 810-2843,Serge Electric,Electric Contractors,http://Sergeelectric.Com,103 Morton Dr,Daly City,CA,94015,Sergey,No,Very Good,"Less than $5,000",037.659578,-122.473368,
(650) 991-0611,Serramonte Dental Care,Clinics,,343 Gellert Blvd,Daly City,CA,94015,Kathy,No,Excellent,"$20,000 to $50,000",037.666866,-122.467572,
(650) 756-0938,Serramonte Dental Group,Dentists,http://Serramontedental.Com,1500 Southgate Ave # 210,Daly City,CA,94015,Julie,No,Excellent,"$20,000 to $50,000",037.675565,-122.475178,"We Are A HI-Tech Dental Office IN Daly City, California That Provides Excellence IN General And Pediatric Dentistry As Well As Orthodontics And Periodontics. We Bring Art And Science Together To Create Dazzling Smiles And Improve The Lives Of Our Patients. We Use The Latest And The Most Advanced Technology Such As Digital And Panoramic X-Rays, Sedation Dentistry, And Affordable Sinsational Teeth Whitening."
(415) 681-9242,Service Concrete Co Inc,Concrete Contractors,http://Serviceconcreteinc.Com,125 Cambon Dr,San Francisco,CA,94132,Ray,No,Very Good,"Less than $5,000",037.718461,-122.474518,
(650) 992-4000,Seton Medical Ctr,Hospitals,http://Seton.Verity.Org,1900 Sullivan Ave,Daly City,CA,94015,Mark S,No,Excellent,"Over $250,000",037.679536,-122.474395,"Seton Medical Center Has A Long Tradition Of Providing Patient-Centered, Quality Care. Founded IN 1893, The 357-Bed Medical Center Now Serves 1.5 Million Residents Of San Francisco And Northern San Mateo County With Comprehensive Inpatient And Outpatient Medical Specialties, As Well As Emergency And Urgent Care Services. Its Sister Facility, Seton Coastside, Is A 116-Bed Skilled Nursing Complex Offering Inpatient Care And The Only 24-Hour Standby Emergency Department On The Pacific Coast Between Daly City And Santa Cruz. Both Facilities Receive Ongoing Philanthropic Support From Generous Individuals And Organizations That Serve The Community Through The Seton Medical Center Foundation."
(415) 713-9773,Seven Island Painting,Painters,,6548 Mission St,Daly City,CA,94014,Styros,No,Good,"Less than $5,000",037.703616,-122.463280,
(415) 663-2126,Sf Garage Door Repair Sn,Doors-Garage,,215 Saint Charles Ave,San Francisco,CA,94132,,No,Very Good,"$20,000 to $50,000",037.710135,-122.469025,
(650) 997-4560,Shaking Crab,Restaurants,,25 Southgate Ave,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.698088,-122.481274,
(650) 992-3255,Shaughnessy Roofing Inc,Roofing Contractors,http://Sriroof.Com,1280 Hillside Blvd,Daly City,CA,94014,W J,No,Excellent,"$20,000 to $50,000",037.684806,-122.459021,
(650) 301-4936,Sherwin-Williams,Paint-Retail,http://Sherwin-Williams.Com,7298 Mission St,Daly City,CA,94014,Annie M,No,Very Good,"$20,000 to $50,000",037.691739,-122.465687,"Sherwin-Williams Paint Store Of Daly City, CA Has Exceptional Quality Paint Supplies, Wallpaper, Stains And Sealer To Bring Your Ideas To Life. Painting Questions? Ask Sherwin-Williams."
(650) 757-4883,Shoe Palace,Shoes-Retail,http://Shoeplace.Com,5j Serramonte Ctr # J,Daly City,CA,94015,Pio,No,Excellent,"$50,000 to $100,000",037.673986,-122.470842,
(650) 755-8822,Shuyi Kong Wealth Management,Management Services,,138 Westlake Ave,Daly City,CA,94014,,No,Very Good,"$10,000 to $20,000",037.699521,-122.465393,
(650) 731-4306,Sidewalk Juice,Juices-Retail,http://Sidewalkjuice.Com,41 Serramonte Ctr,Daly City,CA,94015,,No,Good,"$5,000 to $10,000",037.673938,-122.470172,
(650) 992-8404,Site For Sore Eyes,Opticians,http://Siteforsoreeyes.Com,44 Serramonte Ctr,Daly City,CA,94015,Nick,No,Excellent,"$20,000 to $50,000",037.673934,-122.470112,
(650) 991-2882,Skyline Chiropractic,Chiropractors DC,,355 Gellert Blvd # 225,Daly City,CA,94015,Jeffrey C,No,Excellent,"Less than $5,000",037.666299,-122.468609,
(650) 994-3471,Skyline Dental,Dentists,,180 Skyline Plz,Daly City,CA,94015,Rowena B,No,Excellent,,037.682679,-122.488179,
(650) 756-4877,Skyline Pet Hospital,Veterinarians,http://Skylinepethospital.Com,1570 Bryant St,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.688468,-122.473631,
(650) 991-1117,Skylines Cafe,Restaurants,,91 Skyline Plz,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.682754,-122.488065,
(415) 585-5300,Slippery Fish Initiative Inc,Child Care Service,http://Slipperyfish-Sf.Com,999 Brotherhood Way,San Francisco,CA,94132,Sara,No,Excellent,"Less than $5,000",037.714147,-122.482361,
(650) 757-7222,Smart Age Insurance Svc Inc,Insurance-Automobile,,6712 Mission St,Daly City,CA,94014,Tony,No,Excellent,"Less than $5,000",037.700955,-122.463873,
(650) 755-5716,Smelly Mel's Plumbing,Plumbing Contractors,http://Smellymels.Com,,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.680537,-122.478908,
(650) 993-8224,Snap Fitness,Health Clubs Studios & Gymnasiums,http://Snapfitness.Com,6403 Mission St,Daly City,CA,94014,Jerod,Yes,Very Good,"Less than $5,000",037.704729,-122.462305,
(650) 756-3355,Sophia Salon,Beauty Salons,,73 Skyline Plz,Daly City,CA,94015,,No,Excellent,"Less than $5,000",037.682772,-122.488065,
(650) 994-8300,"Sotto, Hermes S DDS",Dentists,http://Sottodental.Com,345 Gellert Blvd # S,Daly City,CA,94015,Hermes S,No,Excellent,,037.666546,-122.467901,
(650) 992-8668,Sound Pediatrics,Physicians & Surgeons,http://Soundpediatrics.Com,333 Gellert Blvd # 229,Daly City,CA,94015,Qing,No,Excellent,"Less than $5,000",037.666653,-122.466813,
(650) 755-8472,Southgate Preschool,Schools-Pre-School/Kindergarten-Academic,http://Educationalpursuits.Com,1474 Southgate Ave,Daly City,CA,94015,James,No,Excellent,"Less than $5,000",037.675213,-122.476840,
(650) 515-0030,Spaya Inc,Health Spas,http://Spayaskinclinic.Com,7455 El Camino Real #A,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.698953,-122.454615,
(650) 755-8777,Spee Dee Oil Change & Auto Svc,Automobile Repairing & Service,http://Speedeeoil.Com,1600 Sullivan Ave,Daly City,CA,94015,Peter,No,Excellent,"$10,000 to $20,000",037.687608,-122.472587,
(650) 756-3600,Spicey Element,Restaurants,,83 Skyline Plz,Daly City,CA,94015,,No,Excellent,"$10,000 to $20,000",037.682762,-122.488065,
(650) 758-2083,Spiral Japanese,Restaurants,http://Spiralsushiandgrill.Com,515 Westlake Ctr,Daly City,CA,94015,Cathy,No,Excellent,"$5,000 to $10,000",037.700238,-122.482725,
(650) 992-1300,St Francis Ophthalmology Group,Physicians & Surgeons,,901 Campus Dr # 201,Daly City,CA,94015,Karin,No,Excellent,"$10,000 to $20,000",037.665400,-122.475883,
(650) 758-4882,St Francis Square Dental,Dentists,,41 Saint Francis Sq,Daly City,CA,94015,Mariche,No,Excellent,,037.675196,-122.479775,
(650) 458-4882,St Francis Square Dental Care,Dentists,,41 Saint Francis Sq,Daly City,CA,94015,Liezel,No,Excellent,"$10,000 to $20,000",037.675196,-122.479775,
(650) 992-1100,St Francis Veterinary Hospital,Animal Hospitals,,2179 Junipero Serra Blvd # 208,Daly City,CA,94014,Claudine,No,Very Good,"$5,000 to $10,000",037.698129,-122.470452,
(415) 337-0100,St Thomas More School,Schools,http://Stthomasmoreschool.Org,50 Thomas More Way,San Francisco,CA,94132,Joe,No,Institution Or Government,,037.712456,-122.473580,
(650) 756-4116,Starbucks,Coffee Shops,http://Starbucks.Com,321 Gellert Blvd,Daly City,CA,94015,Luis,No,Excellent,"$20,000 to $50,000",037.667309,-122.468580,
(650) 994-2948,Starbucks,Coffee Shops,http://Starbucks.Com,332 Westlake Ctr # 332,Daly City,CA,94015,Brian,No,Excellent,"$20,000 to $50,000",037.700818,-122.483114,
(650) 997-4556,Starbucks,Coffee Shops,http://Starbucks.Com,49 Serramonte Ctr,Daly City,CA,94015,Chloe,No,Excellent,"$20,000 to $50,000",037.673925,-122.470010,
(650) 757-5274,Starbucks,Coffee Shops,http://Starbucks.Com,6873 Mission St,Daly City,CA,94014,Sabilla,No,Excellent,"$20,000 to $50,000",037.697889,-122.464187,
(415) 333-7007,Start Appliance,Appliances-Household-Major-Repairing,,105 S Lake Merced Hls,San Francisco,CA,94132,,Yes,Good,"Less than $5,000",037.710497,-122.483831,
(415) 333-9622,Stonestown YMCA,Youth Organizations & Centers,,1011 Garfield St,San Francisco,CA,94132,,No,Institution Or Government,"$10,000 to $20,000",037.719403,-122.471996,
(650) 757-0808,Stucture Hair Design,Beauty Salons,,42 Park Plaza Dr,Daly City,CA,94015,Carrie,No,Excellent,"$5,000 to $10,000",037.701174,-122.481815,
(415) 347-7772,Studio 7 Hair Loft,Beauty Salons,,151 87th St # 7,Daly City,CA,94015,Zhiwen,No,Good,"Less than $5,000",037.693217,-122.471563,
(650) 992-1534,Styles & Attitudes,Beauty Salons,,20 W Market St,Daly City,CA,94014,Jennifer,No,Very Good,"Less than $5,000",037.689836,-122.466496,
(650) 758-2773,SUBWAY,Restaurants,http://Subway.Com,7800 El Camino Real # A,Colma,CA,94014,Mini,No,Very Good,"Less than $5,000",037.683938,-122.463842,
(650) 451-7640,SUBWAY,Restaurants,http://Subway.Com,1000 King Dr # 101,Daly City,CA,94015,,No,Excellent,"$10,000 to $20,000",037.650520,-122.469570,
(650) 997-4899,SUBWAY,Restaurants,http://Subway.Com,2001 Junipero Serra Blvd # 180,Daly City,CA,94014,Rohina,No,Excellent,"$5,000 to $10,000",037.701005,-122.470284,"Visit Subway Daly City, CA For Your Favorite Sandwiches And Salads Made Just The Way You Say. Add Chips, A Drink And A Cookie For A Flavorful And Fast Meal!"
(415) 467-5880,SUBWAY,Restaurants,http://Subway.Com,2665 Geneva Ave # C,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.707730,-122.415893,
(650) 756-0699,SUBWAY,Restaurants,http://Subway.Com,37 Skyline Plz,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.682665,-122.487778,
(650) 491-3390,SUBWAY,Restaurants,http://Subway.Com,6899 Mission St # 6899,Daly City,CA,94014,,No,Excellent,"$10,000 to $20,000",037.697677,-122.464236,
(650) 757-6100,SUBWAY,Restaurants,http://Subway.Com,3911 Alemany Blvd # 1004,San Francisco,CA,94132,Shanna,No,Excellent,"$5,000 to $10,000",037.710890,-122.466736,
(650) 488-0112,Sugs Event Ctr,Restaurants,,22 Hillcrest Dr,Daly City,CA,94014,,No,Excellent,"$5,000 to $10,000",037.706095,-122.462005,
(650) 755-0343,Suily's Cafe,Restaurants,,1 San Pedro Rd,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.688727,-122.466898,
(650) 991-1888,Sunrise Auto Svc,Automobile Repairing & Service,,6050 Mission St,Daly City,CA,94014,Eric,No,Very Good,"$5,000 to $10,000",037.707799,-122.456408,
(650) 992-3747,Supercuts,Beauty Salons,http://Supercuts.Com,215 Westlake Ctr,Daly City,CA,94015,Yuki,No,Excellent,"$5,000 to $10,000",037.700307,-122.482757,"Supercuts Hair Salon IN Daly City At Westlake Village Offers A Variety Of Services From Consistent, Quality Haircuts For Men And Women To Color Services-All At An Affordable Price. Plus, Shop For All The Shampoos, Conditioners And Styling Products You Need To Keep Your New Style Looking Great. Come To Supercuts At 215 Westlake Ctr For Quality Haircut At A Moment's Notice."
(650) 508-9940,Superior Coring & Cutting Inc,Concrete Breaking Cutting & Sawing & Etc,http://Supercoring.Com,77 Goethe St,Daly City,CA,94014,David,No,Excellent,"Less than $5,000",037.707964,-122.458610,
(415) 333-5115,Sure Building Products Inc,Building Materials,,120 Sagamore St,San Francisco,CA,94112,Richard,No,Very Good,"$20,000 to $50,000",037.711462,-122.456951,
(415) 333-7663,Sure Roofing Systems,Roofing Contractors,,118 Sagamore St,San Francisco,CA,94112,Richard O,No,Excellent,"$10,000 to $20,000",037.711711,-122.456833,
(650) 755-1040,Sutton Financial Svc,Accounting & Bookkeeping General Svc,http://Sutton1040.Com,333 Gellert Blvd # 247,Daly City,CA,94015,Edward J,No,Excellent,"Less than $5,000",037.666653,-122.466813,
(650) 755-5085,Taco Bell,Restaurants,http://Tacobell.Com,7255 Mission St,Daly City,CA,94014,Jose,No,Excellent,"$20,000 to $50,000",037.692468,-122.464966,
(415) 584-1103,Tacqueria Girasol,Restaurants,,1650 Holloway Ave,San Francisco,CA,94132,,No,Excellent,"$10,000 to $20,000",037.722122,-122.478906,
(650) 878-8833,Tai Yuan Seafood Restaurant,Restaurants,,950 King Plz # 94015,Daly City,CA,94015,Raymond,No,Excellent,"$20,000 to $50,000",037.651354,-122.468441,
(650) 992-1701,Tani's Kitchen,Restaurants,,32 Park Plaza Dr,Daly City,CA,94015,Kodo,No,Excellent,"$5,000 to $10,000",037.701323,-122.481974,
(415) 494-5076,Taqueria Aguila De Oro,Restaurants,,6123 Mission St,Daly City,CA,94014,,No,Excellent,"$5,000 to $10,000",037.707013,-122.457176,
(415) 334-6075,Taqueria Dos Charros,Restaurants,,55 Cambon Dr,San Francisco,CA,94132,,No,Excellent,"$10,000 to $20,000",037.717819,-122.474089,
(408) 215-1420,Taqueria El Pollo,Restaurants,,184 Bismark St,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.695737,-122.460581,
(650) 755-1355,Tassi Inc,Automobile Repairing & Service,http://Tassiinc.Com,55 Reiner St,Colma,CA,94014,Bruce,No,Excellent,"$20,000 to $50,000",037.687355,-122.466317,"Based IN The Bay Area Since 1984, We Are Located IN Colma (Next To Daly City), 5 Minutes South Of San Francisco Via I-280. We Specialize IN Comprehensive Volkswagen Repair & Service Including Engine Repair And Rebuilding, Transmission, Brakes, Mufflers, Auto Diagnostics, Tires, Brakes, And Oil Changes. We Also Have New And Used Parts For A Very Fair Price. Our Used Parts Inventory Includes Rabbit/Cabriolet, Jetta, Golf, Passat, Beetle, Vw Bus, Westfalia/Camper, Vanagon And Eurovan Among Others. Please Give US A Call To Tell US What You Are Looking For."
(650) 992-0888,Tasty Pot,Restaurants,http://Tastypotusa.Com,215 Lake Merced Blvd,Daly City,CA,94015,Steven,No,Excellent,"$5,000 to $10,000",037.701741,-122.484961,
(650) 756-4842,Teeth Gums & Beyond,Dentists,,341 Westlake Ctr,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.700278,-122.482743,
(415) 337-0660,Tekexpress,Computers-Service & Repair,http://Tekexpressny.Com,222 Font Blvd,San Francisco,CA,94132,Mohammed,Yes,Excellent,"$5,000 to $10,000",037.716362,-122.475018,
(650) 991-9621,Thai Express,Restaurants,http://Thaiexpress.Com,3 Serramonte Ctr # 821,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.672304,-122.470901,Thai Express Is The Leading Thai Quick-Service Restaurant IN North America. Our Success Is Rooted IN Combining Traditional Thai Cuisine With New-World Design And Flavors.
(415) 333-5437,Thai Power Restaurant,Restaurants,http://Energymagicwater.Com,6057 Mission St,Daly City,CA,94014,Rapana,No,Very Good,"Less than $5,000",037.707457,-122.455874,
(650) 994-5000,Thomas M Johnson Law Offices,Attorneys,,2171 Junipero Serra Blvd # 510,Daly City,CA,94014,Thomas M,No,Excellent,"$5,000 to $10,000",037.698448,-122.470641,
(650) 992-9139,Time Realty,Real Estate,,16 Louvaine Pl,Daly City,CA,94015,John,Yes,Excellent,"$5,000 to $10,000",037.686897,-122.476940,
(650) 994-6400,Tires Plus Total Car Care,Tire-Dealers-Retail,http://Tiresbywheelworks.Com,5 Skyline Plz # A,Daly City,CA,94015,Mauricio,No,Very Good,"$20,000 to $50,000",037.682630,-122.488504,
(650) 878-8855,Toast Deli,Restaurants,http://Grubhub.Com,950 King Plz # 125,Daly City,CA,94015,Elena,No,Excellent,"$5,000 to $10,000",037.650523,-122.467869,
(650) 991-2094,Tolosa Sison Dental Clinic Inc,Dentists,,7119 Mission St,Daly City,CA,94014,Maria Diana,No,Excellent,,037.694095,-122.464539,
(650) 758-6380,Tom Automotive,Automobile Repairing & Service,http://Tomautomotive.Com,1166 Hillside Blvd,Daly City,CA,94014,Xuan,No,Very Good,"$5,000 to $10,000",037.686819,-122.460516,
(650) 731-8999,Top Of The Hill Cafe,Restaurants,,6300 Mission St,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.705820,-122.461743,
(650) 758-0800,Topaz Financial Svc Inc,Insurance,,15 Saint Francis Sq,Daly City,CA,94015,Sonny,No,Excellent,"$5,000 to $10,000",037.675093,-122.479603,
(650) 755-4066,Total Care Chiropractic,Chiropractors DC,http://Dalycitychiro.Com,550 Washington St # 111,Daly City,CA,94015,Michael,No,Excellent,"Less than $5,000",037.688132,-122.474872,"Total Care Chiropractic Serves To Diagnose, Treatment And Prevention Of Disorders Of The Musculoskeletal System. Based IN Daly City, Calif., It Offers Services That Include Alternative And Integrative Wellness Therapies, Food Allergy Testing, Cellular Cleansing And Detoxification, Physical Rehabilitation Therapy, Disc Decompression Therapy And Lifestyle Enhancement Counseling, To Mention A Few. Some Of The Conditions That Respond To The Integrative Approach Include Diabetes, Musculoskeletal Pain, Autoimmune Diseases And Thyroid Issues. Total Care Chiropractic, Additionally Offers Services, Such As Diagnostic Services, Nutritional Supplements, Rehabilitation And Physiotherapy Modalities, Massage Therapy, Trigger Point Therapy And Disc Decompression Therapy."
(650) 992-4247,Total Image,Beauty Salons,,2955 Junipero Serra Blvd,Daly City,CA,94014,Cheryl,No,Very Good,"Less than $5,000",037.686602,-122.470607,
(650) 992-4247,Total Image,Beauty Salons,,75 Washington St,Daly City,CA,94014,Cheryl,No,Excellent,"Less than $5,000",037.687864,-122.469404,
(650) 993-8230,Town & Country Billiards,Sporting Goods-Retail,,1 San Pedro Rd,Daly City,CA,94014,,No,Excellent,"$20,000 to $50,000",037.688727,-122.466898,
